age,education.num,occupation,sex,income
34,7,Machine-op-inspct,Male,<=50K
34,9,Adm-clerical,Female,<=50K
20,10,Sales,Female,<=50K
27,14,Transport-moving,Male,<=50K
36,9,Adm-clerical,Female,<=50K
35,10,Sales,Male,<=50K
37,9,Exec-managerial,Male,<=50K
32,9,Craft-repair,Male,<=50K
32,14,Prof-specialty,Female,<=50K
52,9,Sales,Female,<=50K
50,10,Craft-repair,Male,>50K
23,9,Other-service,Female,<=50K
25,9,Craft-repair,Male,<=50K
21,1,Farming-fishing,Male,<=50K
31,9,Sales,Female,<=50K
31,10,Other-service,Female,<=50K
41,11,Other-service,Male,<=50K
47,10,Tech-support,Male,<=50K
20,10,?,Female,<=50K
20,10,Adm-clerical,Female,<=50K
29,6,Machine-op-inspct,Female,<=50K
51,10,Adm-clerical,Female,<=50K
30,13,Prof-specialty,Female,>50K
23,10,?,Female,<=50K
48,13,Adm-clerical,Male,>50K
62,13,Sales,Male,<=50K
22,13,Other-service,Male,<=50K
20,9,Sales,Female,<=50K
31,13,Tech-support,Male,<=50K
30,10,Craft-repair,Male,<=50K
52,9,Adm-clerical,Female,<=50K
20,9,Prof-specialty,Female,<=50K
37,11,Exec-managerial,Male,>50K
65,13,Other-service,Female,<=50K
27,9,Craft-repair,Male,<=50K
62,13,Sales,Male,>50K
53,9,Sales,Female,<=50K
38,13,Sales,Male,>50K
49,11,Prof-specialty,Male,<=50K
21,9,Machine-op-inspct,Male,<=50K
18,10,Adm-clerical,Male,<=50K
25,13,Prof-specialty,Male,<=50K
36,7,Craft-repair,Male,<=50K
52,9,Exec-managerial,Male,>50K
19,10,Tech-support,Male,<=50K
23,13,Adm-clerical,Female,<=50K
63,13,Sales,Male,<=50K
63,11,Other-service,Male,<=50K
76,10,Adm-clerical,Female,<=50K
45,9,Craft-repair,Male,>50K
44,10,Sales,Male,>50K
51,4,Transport-moving,Male,<=50K
43,14,Prof-specialty,Male,>50K
53,7,Machine-op-inspct,Male,<=50K
29,11,Adm-clerical,Male,<=50K
41,10,Prof-specialty,Male,<=50K
44,9,Craft-repair,Male,<=50K
27,9,Craft-repair,Male,<=50K
35,10,Prof-specialty,Male,<=50K
60,11,Craft-repair,Female,<=50K
33,13,Exec-managerial,Male,<=50K
35,13,Sales,Male,>50K
31,10,Adm-clerical,Male,<=50K
57,16,Prof-specialty,Male,<=50K
30,5,Craft-repair,Male,<=50K
45,6,Machine-op-inspct,Male,<=50K
25,13,Other-service,Male,<=50K
51,10,Exec-managerial,Male,>50K
42,3,Adm-clerical,Male,<=50K
28,11,Handlers-cleaners,Male,<=50K
47,6,?,Female,<=50K
53,13,Tech-support,Male,<=50K
25,9,Adm-clerical,Female,<=50K
47,9,Machine-op-inspct,Male,<=50K
26,13,Prof-specialty,Male,<=50K
30,9,Transport-moving,Male,<=50K
48,9,Craft-repair,Male,<=50K
22,10,Other-service,Male,<=50K
32,10,Craft-repair,Male,<=50K
33,16,Prof-specialty,Male,>50K
31,9,Other-service,Male,<=50K
43,10,Other-service,Female,>50K
26,11,Other-service,Female,<=50K
34,9,Farming-fishing,Male,<=50K
50,13,Prof-specialty,Female,>50K
30,9,Adm-clerical,Female,<=50K
17,7,Other-service,Male,<=50K
35,14,Prof-specialty,Female,<=50K
29,10,Craft-repair,Male,<=50K
32,13,Exec-managerial,Male,<=50K
34,13,Sales,Male,>50K
32,9,Handlers-cleaners,Female,<=50K
47,10,Adm-clerical,Female,<=50K
40,10,Sales,Female,<=50K
26,11,Other-service,Female,<=50K
30,9,Other-service,Female,<=50K
54,9,Craft-repair,Male,<=50K
53,13,Prof-specialty,Male,>50K
38,13,Exec-managerial,Male,>50K
43,4,Farming-fishing,Male,<=50K
25,10,Farming-fishing,Male,<=50K
39,9,Craft-repair,Male,<=50K
57,9,Transport-moving,Male,>50K
47,9,Other-service,Male,<=50K
45,9,Other-service,Female,<=50K
24,13,Prof-specialty,Male,<=50K
32,6,Craft-repair,Male,<=50K
25,10,Sales,Male,<=50K
57,3,Machine-op-inspct,Female,<=50K
28,9,Sales,Male,<=50K
27,13,Prof-specialty,Female,<=50K
28,13,Adm-clerical,Female,<=50K
74,2,?,Male,<=50K
44,9,Farming-fishing,Male,<=50K
27,9,Machine-op-inspct,Male,<=50K
61,13,Exec-managerial,Male,<=50K
25,7,Other-service,Male,<=50K
28,5,Handlers-cleaners,Female,<=50K
20,10,Craft-repair,Male,<=50K
33,11,Sales,Male,<=50K
38,9,Other-service,Male,<=50K
31,9,Sales,Female,<=50K
40,14,Prof-specialty,Female,>50K
43,10,Exec-managerial,Male,>50K
38,14,Exec-managerial,Male,>50K
19,10,Exec-managerial,Male,<=50K
56,12,Other-service,Male,<=50K
38,14,Exec-managerial,Male,>50K
30,13,?,Female,<=50K
18,9,Other-service,Male,<=50K
68,10,Other-service,Female,<=50K
35,11,Transport-moving,Male,<=50K
42,4,Other-service,Female,<=50K
32,6,Craft-repair,Male,<=50K
43,10,Prof-specialty,Female,>50K
30,6,Machine-op-inspct,Female,<=50K
38,11,Machine-op-inspct,Male,<=50K
27,9,Handlers-cleaners,Male,<=50K
28,16,Prof-specialty,Female,>50K
26,11,Other-service,Male,<=50K
21,10,Machine-op-inspct,Male,<=50K
19,9,Other-service,Male,<=50K
20,10,Adm-clerical,Male,<=50K
25,13,Protective-serv,Male,<=50K
28,10,Craft-repair,Male,<=50K
36,11,Adm-clerical,Male,>50K
23,13,Craft-repair,Male,<=50K
24,13,Adm-clerical,Female,<=50K
23,9,Other-service,Female,<=50K
24,13,Prof-specialty,Female,<=50K
25,9,Other-service,Male,<=50K
24,9,Machine-op-inspct,Male,<=50K
30,9,Exec-managerial,Male,<=50K
26,13,Sales,Female,<=50K
62,14,?,Male,<=50K
36,10,Exec-managerial,Female,<=50K
45,9,Other-service,Male,<=50K
34,9,Adm-clerical,Male,<=50K
65,13,Exec-managerial,Male,>50K
42,11,Prof-specialty,Female,<=50K
27,15,Prof-specialty,Male,<=50K
40,10,Sales,Female,<=50K
53,10,Adm-clerical,Male,>50K
54,9,Sales,Male,>50K
30,13,Prof-specialty,Male,<=50K
59,9,Transport-moving,Male,>50K
42,9,Exec-managerial,Male,<=50K
23,9,Adm-clerical,Female,<=50K
28,13,Other-service,Female,<=50K
20,9,Handlers-cleaners,Male,<=50K
22,10,Sales,Female,<=50K
73,13,?,Male,<=50K
44,10,Machine-op-inspct,Male,<=50K
40,8,Craft-repair,Male,<=50K
37,11,Tech-support,Female,>50K
39,9,Machine-op-inspct,Male,<=50K
44,10,Other-service,Male,<=50K
27,5,Machine-op-inspct,Female,<=50K
50,9,Adm-clerical,Male,<=50K
39,13,Prof-specialty,Male,>50K
41,9,Sales,Female,<=50K
55,13,Protective-serv,Male,>50K
53,2,Other-service,Male,<=50K
53,14,Prof-specialty,Female,<=50K
21,9,Craft-repair,Male,<=50K
30,9,Machine-op-inspct,Male,<=50K
74,9,?,Female,<=50K
53,14,Exec-managerial,Female,>50K
60,13,Exec-managerial,Female,>50K
59,5,Machine-op-inspct,Female,<=50K
37,13,Exec-managerial,Male,>50K
49,5,Craft-repair,Male,<=50K
73,10,Prof-specialty,Female,<=50K
58,9,Other-service,Female,<=50K
18,7,?,Male,<=50K
35,10,Handlers-cleaners,Male,<=50K
24,10,Prof-specialty,Female,<=50K
62,9,Adm-clerical,Female,<=50K
58,9,Adm-clerical,Female,<=50K
21,9,Sales,Male,<=50K
30,13,Craft-repair,Male,<=50K
31,9,Craft-repair,Male,<=50K
31,9,Other-service,Female,<=50K
30,12,Sales,Male,<=50K
29,9,Transport-moving,Male,<=50K
36,7,Transport-moving,Male,<=50K
54,13,Farming-fishing,Male,<=50K
59,10,Protective-serv,Male,>50K
55,10,Adm-clerical,Male,<=50K
70,11,?,Male,<=50K
22,12,Adm-clerical,Female,<=50K
42,9,Machine-op-inspct,Female,<=50K
36,12,Sales,Female,<=50K
32,13,Prof-specialty,Male,>50K
44,4,Craft-repair,Male,<=50K
22,9,?,Male,<=50K
25,7,Handlers-cleaners,Male,<=50K
31,9,Transport-moving,Male,<=50K
33,9,Other-service,Male,<=50K
54,12,Sales,Male,>50K
42,9,Exec-managerial,Male,<=50K
49,9,Transport-moving,Male,<=50K
30,9,Adm-clerical,Male,<=50K
54,9,Exec-managerial,Female,<=50K
39,10,Transport-moving,Male,<=50K
24,10,Machine-op-inspct,Male,<=50K
21,9,Adm-clerical,Female,<=50K
23,5,Other-service,Female,<=50K
54,9,Adm-clerical,Female,<=50K
23,14,Sales,Female,<=50K
23,10,Prof-specialty,Male,<=50K
67,9,?,Female,<=50K
19,7,?,Female,<=50K
32,7,Other-service,Male,<=50K
57,9,Craft-repair,Male,<=50K
18,9,Adm-clerical,Female,<=50K
21,10,Machine-op-inspct,Female,<=50K
53,10,Adm-clerical,Female,<=50K
21,10,Handlers-cleaners,Male,<=50K
53,16,Exec-managerial,Female,>50K
24,9,Craft-repair,Male,<=50K
36,12,Other-service,Male,<=50K
29,14,Exec-managerial,Male,<=50K
23,10,Sales,Male,<=50K
44,10,Exec-managerial,Male,<=50K
32,14,Prof-specialty,Male,<=50K
25,13,Exec-managerial,Female,<=50K
41,9,Craft-repair,Male,<=50K
18,9,Other-service,Female,<=50K
29,13,Handlers-cleaners,Male,<=50K
19,9,Other-service,Female,<=50K
35,15,Prof-specialty,Male,>50K
52,13,Prof-specialty,Male,>50K
28,6,Machine-op-inspct,Female,<=50K
38,9,Other-service,Male,<=50K
42,10,Sales,Female,<=50K
41,13,Prof-specialty,Male,<=50K
23,13,Prof-specialty,Male,<=50K
31,14,Sales,Male,>50K
31,3,Machine-op-inspct,Male,<=50K
46,14,Prof-specialty,Male,>50K
18,7,Sales,Female,<=50K
57,14,Tech-support,Male,>50K
25,11,Adm-clerical,Female,<=50K
32,14,Exec-managerial,Male,>50K
27,5,Farming-fishing,Male,<=50K
17,6,?,Female,<=50K
43,9,Craft-repair,Male,<=50K
56,13,Prof-specialty,Female,>50K
19,9,Craft-repair,Female,<=50K
20,9,Adm-clerical,Female,<=50K
42,10,Machine-op-inspct,Male,<=50K
90,9,Transport-moving,Male,<=50K
25,7,Machine-op-inspct,Male,<=50K
27,9,Other-service,Female,<=50K
48,9,Transport-moving,Male,<=50K
48,10,Adm-clerical,Male,<=50K
27,9,Craft-repair,Male,<=50K
46,13,Tech-support,Female,<=50K
32,3,Other-service,Male,<=50K
22,11,Tech-support,Male,<=50K
24,13,Prof-specialty,Female,>50K
31,9,Craft-repair,Male,<=50K
20,10,Prof-specialty,Female,<=50K
40,9,Exec-managerial,Male,>50K
39,9,Machine-op-inspct,Male,>50K
54,9,Transport-moving,Male,<=50K
59,10,Protective-serv,Male,<=50K
17,7,Sales,Female,<=50K
25,10,Craft-repair,Male,<=50K
49,9,Protective-serv,Male,>50K
39,9,Craft-repair,Male,<=50K
67,10,Prof-specialty,Female,<=50K
28,9,Other-service,Male,<=50K
35,5,Machine-op-inspct,Male,<=50K
44,9,Adm-clerical,Male,>50K
51,14,Prof-specialty,Male,>50K
55,13,Farming-fishing,Male,<=50K
45,9,Protective-serv,Male,>50K
32,9,Craft-repair,Male,<=50K
45,10,Exec-managerial,Female,<=50K
35,13,Sales,Male,>50K
55,9,Transport-moving,Male,<=50K
59,10,Craft-repair,Male,>50K
22,9,Adm-clerical,Female,<=50K
46,14,Exec-managerial,Female,<=50K
23,9,Farming-fishing,Male,<=50K
47,13,Exec-managerial,Male,>50K
34,9,Craft-repair,Male,<=50K
51,7,Transport-moving,Male,<=50K
40,11,Sales,Male,<=50K
24,10,Adm-clerical,Male,<=50K
20,10,Farming-fishing,Male,<=50K
26,9,Craft-repair,Male,<=50K
35,9,Adm-clerical,Female,<=50K
23,10,Machine-op-inspct,Male,<=50K
40,9,Craft-repair,Male,<=50K
49,9,Protective-serv,Male,<=50K
32,9,Machine-op-inspct,Male,<=50K
28,11,Prof-specialty,Female,<=50K
62,11,Exec-managerial,Male,>50K
31,10,Machine-op-inspct,Male,<=50K
47,12,Protective-serv,Male,>50K
36,11,Tech-support,Female,<=50K
44,9,Craft-repair,Male,<=50K
18,9,?,Female,<=50K
46,13,Exec-managerial,Male,>50K
32,9,Craft-repair,Male,<=50K
51,12,Transport-moving,Female,<=50K
48,13,Exec-managerial,Male,>50K
28,13,Machine-op-inspct,Female,<=50K
57,10,Tech-support,Male,>50K
33,11,Sales,Male,<=50K
42,9,Machine-op-inspct,Male,<=50K
17,6,Other-service,Male,<=50K
63,5,?,Male,<=50K
31,13,Exec-managerial,Male,>50K
20,9,Handlers-cleaners,Male,<=50K
36,9,Exec-managerial,Female,<=50K
24,10,Sales,Female,<=50K
33,10,Transport-moving,Male,>50K
36,10,Adm-clerical,Male,<=50K
31,13,Exec-managerial,Female,<=50K
47,13,Sales,Male,>50K
34,9,Farming-fishing,Male,<=50K
23,9,Machine-op-inspct,Female,<=50K
33,11,Adm-clerical,Male,<=50K
59,6,Machine-op-inspct,Female,<=50K
67,13,Prof-specialty,Male,<=50K
26,9,Machine-op-inspct,Male,<=50K
20,9,Prof-specialty,Female,<=50K
24,13,Adm-clerical,Male,<=50K
44,11,Tech-support,Male,<=50K
31,9,Craft-repair,Male,>50K
28,15,Prof-specialty,Male,<=50K
19,9,Other-service,Female,<=50K
20,9,Adm-clerical,Female,<=50K
64,9,Other-service,Female,<=50K
47,9,Adm-clerical,Female,>50K
36,10,Adm-clerical,Female,<=50K
48,9,Craft-repair,Male,>50K
19,10,Other-service,Female,<=50K
22,9,Sales,Female,<=50K
56,5,Adm-clerical,Male,<=50K
22,10,Adm-clerical,Male,<=50K
37,13,Prof-specialty,Male,>50K
57,13,Prof-specialty,Female,<=50K
38,12,Sales,Male,>50K
34,9,Machine-op-inspct,Female,<=50K
22,7,?,Female,<=50K
38,10,Exec-managerial,Female,<=50K
32,13,Prof-specialty,Male,>50K
29,8,Other-service,Female,<=50K
56,9,Machine-op-inspct,Male,<=50K
71,9,Exec-managerial,Female,<=50K
20,7,Transport-moving,Male,<=50K
25,9,Machine-op-inspct,Male,<=50K
42,9,Craft-repair,Male,>50K
20,9,?,Female,<=50K
61,10,Prof-specialty,Male,>50K
24,13,Exec-managerial,Female,<=50K
51,5,Other-service,Female,<=50K
27,9,Adm-clerical,Male,<=50K
31,9,Machine-op-inspct,Male,<=50K
39,9,Priv-house-serv,Female,<=50K
36,9,?,Male,<=50K
51,15,Prof-specialty,Male,<=50K
52,9,Exec-managerial,Female,<=50K
49,13,Prof-specialty,Male,>50K
43,10,Craft-repair,Male,<=50K
49,9,Machine-op-inspct,Male,<=50K
19,9,Other-service,Female,<=50K
44,9,Farming-fishing,Male,<=50K
67,9,Transport-moving,Male,<=50K
58,15,Prof-specialty,Male,>50K
61,16,Prof-specialty,Male,>50K
55,4,Other-service,Female,<=50K
23,12,?,Male,<=50K
35,9,Adm-clerical,Male,<=50K
35,6,Other-service,Female,<=50K
20,10,Adm-clerical,Female,<=50K
51,9,Adm-clerical,Female,<=50K
23,13,Prof-specialty,Male,<=50K
39,9,Farming-fishing,Male,<=50K
36,10,Other-service,Female,<=50K
47,9,Sales,Male,>50K
27,13,Sales,Male,>50K
29,9,Craft-repair,Male,<=50K
21,10,Protective-serv,Male,<=50K
18,10,Adm-clerical,Female,<=50K
24,10,Exec-managerial,Male,<=50K
39,9,Craft-repair,Male,>50K
51,10,Exec-managerial,Male,<=50K
62,10,Adm-clerical,Female,<=50K
49,13,Exec-managerial,Male,>50K
20,7,Other-service,Male,<=50K
24,10,Sales,Male,<=50K
25,9,Exec-managerial,Female,<=50K
54,13,Sales,Male,<=50K
25,9,Craft-repair,Male,<=50K
20,9,?,Female,<=50K
43,10,Sales,Female,>50K
24,9,Handlers-cleaners,Male,<=50K
18,7,Other-service,Male,<=50K
45,10,Prof-specialty,Female,>50K
45,9,Exec-managerial,Male,<=50K
26,13,Sales,Male,<=50K
47,10,Other-service,Male,<=50K
54,9,?,Male,<=50K
21,9,Craft-repair,Male,<=50K
29,9,Other-service,Female,<=50K
68,10,Prof-specialty,Male,<=50K
21,10,Exec-managerial,Male,<=50K
28,10,Exec-managerial,Male,<=50K
46,9,Exec-managerial,Female,>50K
35,9,Transport-moving,Female,<=50K
50,6,Craft-repair,Male,<=50K
48,10,Exec-managerial,Male,<=50K
17,6,?,Male,<=50K
23,10,Exec-managerial,Male,<=50K
53,9,Sales,Female,<=50K
50,14,Sales,Male,>50K
32,3,?,Female,<=50K
53,8,Handlers-cleaners,Male,<=50K
52,9,Machine-op-inspct,Male,<=50K
38,13,Prof-specialty,Male,<=50K
43,14,Exec-managerial,Male,>50K
35,13,Other-service,Female,<=50K
41,15,Exec-managerial,Male,>50K
22,10,Sales,Male,<=50K
39,9,Other-service,Male,>50K
45,14,Sales,Male,>50K
31,5,Farming-fishing,Female,<=50K
47,3,Transport-moving,Male,<=50K
53,9,Craft-repair,Male,<=50K
53,13,Sales,Male,>50K
24,13,Adm-clerical,Female,<=50K
34,10,Other-service,Female,<=50K
46,9,Sales,Male,>50K
29,10,Protective-serv,Male,<=50K
61,7,Other-service,Female,>50K
31,9,Farming-fishing,Male,<=50K
29,9,Tech-support,Male,<=50K
42,9,Craft-repair,Male,<=50K
50,10,Exec-managerial,Male,<=50K
34,9,Adm-clerical,Female,<=50K
39,4,Transport-moving,Male,<=50K
74,2,Transport-moving,Male,<=50K
40,10,Sales,Male,<=50K
40,13,Prof-specialty,Female,>50K
36,7,Craft-repair,Male,<=50K
61,13,?,Male,>50K
42,7,?,Male,<=50K
28,13,Exec-managerial,Female,>50K
19,10,Adm-clerical,Female,<=50K
36,12,Other-service,Female,<=50K
33,11,?,Female,<=50K
48,9,Tech-support,Female,<=50K
60,9,Craft-repair,Male,<=50K
30,14,Prof-specialty,Male,<=50K
32,13,Exec-managerial,Male,>50K
51,10,Tech-support,Male,>50K
53,5,Machine-op-inspct,Male,<=50K
34,14,Tech-support,Female,<=50K
48,14,Exec-managerial,Male,>50K
68,9,?,Male,<=50K
32,12,Machine-op-inspct,Female,<=50K
63,9,?,Male,<=50K
31,9,Exec-managerial,Female,<=50K
58,13,Other-service,Female,<=50K
32,12,Exec-managerial,Male,>50K
32,13,Prof-specialty,Male,<=50K
40,13,Sales,Male,<=50K
38,6,Machine-op-inspct,Male,<=50K
30,9,Machine-op-inspct,Male,<=50K
21,9,Adm-clerical,Female,<=50K
63,9,Sales,Male,<=50K
25,9,Sales,Male,<=50K
59,10,Tech-support,Male,>50K
22,11,Adm-clerical,Female,<=50K
49,10,Craft-repair,Male,<=50K
36,13,Exec-managerial,Male,<=50K
31,9,?,Female,<=50K
46,10,Priv-house-serv,Female,<=50K
37,15,Prof-specialty,Male,>50K
48,13,Sales,Male,>50K
41,9,Exec-managerial,Male,>50K
36,10,Exec-managerial,Female,<=50K
29,13,Other-service,Female,<=50K
59,15,Prof-specialty,Male,<=50K
62,13,Exec-managerial,Male,>50K
29,6,Craft-repair,Male,<=50K
28,13,Sales,Male,>50K
42,9,Exec-managerial,Male,>50K
60,11,Craft-repair,Male,>50K
58,14,Prof-specialty,Male,>50K
27,10,Craft-repair,Male,<=50K
45,9,Craft-repair,Female,<=50K
50,10,Craft-repair,Male,>50K
43,10,Craft-repair,Male,<=50K
39,15,Exec-managerial,Male,<=50K
21,10,Adm-clerical,Male,<=50K
24,9,Handlers-cleaners,Male,<=50K
59,15,Farming-fishing,Male,<=50K
36,9,Machine-op-inspct,Male,>50K
72,10,?,Female,<=50K
35,14,Exec-managerial,Male,>50K
33,10,Handlers-cleaners,Male,<=50K
30,9,Craft-repair,Female,<=50K
40,11,Craft-repair,Male,>50K
26,10,Sales,Male,<=50K
37,11,Adm-clerical,Male,<=50K
68,10,Transport-moving,Female,<=50K
45,13,Craft-repair,Male,>50K
56,9,Prof-specialty,Male,<=50K
36,9,Adm-clerical,Female,<=50K
38,11,Sales,Male,<=50K
29,13,Sales,Male,<=50K
28,9,Other-service,Female,<=50K
39,10,Adm-clerical,Male,<=50K
26,13,Protective-serv,Male,<=50K
52,10,Exec-managerial,Male,>50K
52,13,Farming-fishing,Male,<=50K
84,9,Other-service,Female,<=50K
33,10,Other-service,Female,<=50K
30,9,Sales,Female,<=50K
38,13,Prof-specialty,Male,>50K
66,9,Priv-house-serv,Female,<=50K
62,14,Adm-clerical,Male,>50K
31,13,Craft-repair,Male,>50K
60,9,Craft-repair,Male,<=50K
27,13,Tech-support,Female,<=50K
37,11,?,Female,<=50K
38,10,Adm-clerical,Female,<=50K
25,9,Handlers-cleaners,Male,<=50K
48,9,Exec-managerial,Female,<=50K
42,13,Prof-specialty,Male,<=50K
45,14,Prof-specialty,Male,>50K
22,10,Sales,Male,<=50K
50,9,Craft-repair,Male,<=50K
21,9,Farming-fishing,Male,<=50K
44,10,Adm-clerical,Female,<=50K
21,10,?,Female,<=50K
51,9,Machine-op-inspct,Male,<=50K
30,9,Craft-repair,Male,<=50K
46,12,Craft-repair,Male,<=50K
43,11,Exec-managerial,Male,>50K
57,9,Other-service,Male,<=50K
33,10,Other-service,Male,<=50K
18,7,?,Male,<=50K
28,9,Machine-op-inspct,Male,<=50K
32,14,Prof-specialty,Male,<=50K
56,9,Craft-repair,Male,<=50K
36,9,Other-service,Male,<=50K
34,10,Exec-managerial,Male,<=50K
25,13,Exec-managerial,Female,<=50K
27,10,Craft-repair,Male,<=50K
33,9,Craft-repair,Male,<=50K
49,16,Prof-specialty,Male,>50K
44,9,Exec-managerial,Male,<=50K
30,7,Craft-repair,Male,>50K
27,9,Craft-repair,Male,<=50K
25,13,Adm-clerical,Male,>50K
30,13,Exec-managerial,Male,<=50K
38,12,Other-service,Male,<=50K
38,9,Craft-repair,Male,<=50K
46,10,Sales,Female,<=50K
37,9,Machine-op-inspct,Female,<=50K
62,9,Exec-managerial,Male,>50K
55,9,Other-service,Male,<=50K
47,9,Craft-repair,Male,<=50K
45,9,Prof-specialty,Female,<=50K
50,9,Craft-repair,Male,<=50K
36,9,Machine-op-inspct,Male,<=50K
45,9,Sales,Female,<=50K
23,9,Transport-moving,Male,<=50K
38,16,Prof-specialty,Male,>50K
27,10,Handlers-cleaners,Male,<=50K
29,13,Sales,Female,<=50K
45,14,Prof-specialty,Female,<=50K
38,10,Other-service,Female,<=50K
27,13,Prof-specialty,Male,<=50K
51,10,Handlers-cleaners,Male,<=50K
44,9,Craft-repair,Male,<=50K
33,14,Transport-moving,Male,<=50K
32,13,Exec-managerial,Male,>50K
43,14,Prof-specialty,Male,<=50K
45,9,Other-service,Female,<=50K
24,9,Other-service,Male,<=50K
19,10,?,Male,<=50K
47,11,Prof-specialty,Male,>50K
31,13,Sales,Male,>50K
30,11,Craft-repair,Male,<=50K
56,9,Adm-clerical,Male,<=50K
49,13,Prof-specialty,Male,>50K
38,9,Transport-moving,Male,<=50K
19,10,Adm-clerical,Male,<=50K
39,11,Craft-repair,Male,<=50K
38,9,Exec-managerial,Male,<=50K
47,9,Transport-moving,Male,>50K
58,7,Craft-repair,Male,<=50K
59,14,Prof-specialty,Male,>50K
24,13,Sales,Male,<=50K
53,14,Exec-managerial,Male,>50K
35,9,Handlers-cleaners,Male,<=50K
36,9,Adm-clerical,Female,>50K
26,9,Craft-repair,Male,<=50K
33,5,Adm-clerical,Male,<=50K
29,10,Prof-specialty,Male,<=50K
43,7,Handlers-cleaners,Male,<=50K
48,13,Prof-specialty,Female,>50K
45,14,Prof-specialty,Female,<=50K
43,9,Exec-managerial,Female,<=50K
27,5,Other-service,Male,<=50K
21,4,Craft-repair,Male,<=50K
63,9,?,Female,<=50K
41,13,Prof-specialty,Female,<=50K
27,7,?,Female,<=50K
33,12,Craft-repair,Male,<=50K
37,6,Craft-repair,Male,<=50K
18,10,?,Female,<=50K
43,16,Prof-specialty,Female,>50K
20,10,Adm-clerical,Female,<=50K
47,15,Prof-specialty,Male,>50K
36,9,Farming-fishing,Male,<=50K
38,13,Craft-repair,Male,<=50K
47,14,Exec-managerial,Male,<=50K
39,11,Tech-support,Male,<=50K
36,9,Other-service,Male,<=50K
24,10,Adm-clerical,Male,<=50K
50,9,Farming-fishing,Male,<=50K
21,5,Other-service,Female,<=50K
40,9,Craft-repair,Male,<=50K
19,10,Adm-clerical,Female,<=50K
38,9,Machine-op-inspct,Female,<=50K
34,11,Craft-repair,Male,<=50K
44,10,Exec-managerial,Male,<=50K
20,12,Sales,Female,<=50K
45,12,Prof-specialty,Male,>50K
24,9,Craft-repair,Male,<=50K
34,9,Adm-clerical,Male,<=50K
58,9,Sales,Male,>50K
39,9,Craft-repair,Male,<=50K
22,9,Other-service,Male,<=50K
38,13,Prof-specialty,Female,>50K
45,9,Transport-moving,Male,<=50K
23,9,Machine-op-inspct,Male,<=50K
35,12,Craft-repair,Male,<=50K
52,10,Craft-repair,Male,>50K
55,10,Craft-repair,Male,<=50K
23,9,Farming-fishing,Male,<=50K
27,9,Adm-clerical,Male,<=50K
24,12,Adm-clerical,Female,<=50K
21,10,Craft-repair,Male,<=50K
49,13,Sales,Female,<=50K
32,8,Machine-op-inspct,Male,<=50K
64,10,Other-service,Female,<=50K
37,9,Farming-fishing,Male,<=50K
61,4,Machine-op-inspct,Male,<=50K
44,9,Craft-repair,Female,>50K
53,9,Craft-repair,Male,>50K
43,14,Prof-specialty,Male,>50K
23,10,Sales,Female,<=50K
25,14,Machine-op-inspct,Male,<=50K
29,9,Adm-clerical,Female,<=50K
51,13,Prof-specialty,Female,<=50K
47,2,Farming-fishing,Male,<=50K
20,9,Exec-managerial,Female,<=50K
27,6,Machine-op-inspct,Male,<=50K
23,9,Adm-clerical,Female,<=50K
18,9,Other-service,Female,<=50K
23,4,Transport-moving,Male,<=50K
59,9,Exec-managerial,Male,<=50K
46,9,Adm-clerical,Female,<=50K
66,4,?,Male,<=50K
46,14,Prof-specialty,Male,>50K
36,7,Other-service,Female,<=50K
44,9,Machine-op-inspct,Female,<=50K
17,7,Sales,Male,<=50K
27,10,Exec-managerial,Male,<=50K
32,10,Sales,Male,>50K
53,9,Other-service,Male,<=50K
22,10,Prof-specialty,Male,<=50K
30,12,Prof-specialty,Female,<=50K
68,10,Sales,Male,>50K
39,9,Sales,Male,<=50K
22,13,Adm-clerical,Female,<=50K
20,9,Sales,Female,<=50K
21,9,Handlers-cleaners,Male,<=50K
34,11,Other-service,Male,<=50K
30,9,Exec-managerial,Male,<=50K
25,10,Adm-clerical,Female,<=50K
23,9,Other-service,Female,<=50K
40,13,Prof-specialty,Male,<=50K
26,9,Adm-clerical,Male,<=50K
57,11,Craft-repair,Male,>50K
36,11,Exec-managerial,Male,>50K
43,10,?,Female,<=50K
49,13,Prof-specialty,Male,<=50K
58,9,Craft-repair,Male,>50K
32,10,Exec-managerial,Male,<=50K
59,9,Adm-clerical,Male,>50K
42,13,Adm-clerical,Female,<=50K
37,13,Exec-managerial,Male,<=50K
47,9,Transport-moving,Male,<=50K
56,13,Prof-specialty,Male,>50K
30,9,Adm-clerical,Female,<=50K
42,9,Exec-managerial,Female,<=50K
21,9,Other-service,Male,<=50K
21,9,Machine-op-inspct,Female,<=50K
47,9,Tech-support,Female,<=50K
22,10,Farming-fishing,Male,<=50K
41,7,Handlers-cleaners,Female,<=50K
43,13,Handlers-cleaners,Male,<=50K
60,10,Sales,Male,<=50K
73,4,Sales,Male,>50K
90,13,Exec-managerial,Female,>50K
62,9,Adm-clerical,Male,<=50K
28,9,Craft-repair,Male,<=50K
45,10,Craft-repair,Male,<=50K
19,9,Sales,Male,<=50K
30,9,Craft-repair,Male,<=50K
19,8,Handlers-cleaners,Female,<=50K
22,13,Prof-specialty,Male,<=50K
19,9,Adm-clerical,Female,<=50K
26,9,Other-service,Female,<=50K
62,9,Farming-fishing,Male,<=50K
61,6,Sales,Male,<=50K
22,9,Other-service,Female,<=50K
